address,ishostedbysuperhost,location_lat,location_lng,name,numberofguests,pricing_rate_amount,pricing_rate_amountformatted,pricing_rate_currency,pricing_ratetype,primaryhost_firstname,primaryhost_hasprofilepic,primaryhost_hosturl,primaryhost_id,primaryhost_languages_0,primaryhost_languages_1,primaryhost_languages_2,primaryhost_languages_3,primaryhost_membersince,primaryhost_responserate,primaryhost_responsetime,primaryhost_smartname,roomtype,stars,primaryhost_about,identity_verified,review_count,identity_verified_1,review_count_1
"Karachi, Sindh, Pakistan",False,24.80863,67.03576,Mashwani Guest House Def,2.0,34.0,34.0,USD,nightly,Attiq,1.0,https://www.airbnb.com/users/show/261633981,261633981.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Attiq,Private room,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.78001,67.05463,Master BR Modern-Art APT Near Seaview,2.0,33.0,33.0,USD,nightly,Imad,1.0,https://www.airbnb.com/users/show/429628509,429628509.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.98,within an hour,Imad,Private room,4.85,"Taking in various cultures, sights, and cuisines..!!

The experience of being an Airbnb host and meeting so many lovely people along the way is really something I particularly enjoy.

My main aim is to create a comfortable, relaxing, and “home away from home” experience for my guests.",False,65,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.81226,73.31576,Meditate in hilly countryside by a river,6.0,80.0,80.0,USD,nightly,Munaisra,1.0,https://www.airbnb.com/users/show/175071586,175071586.0,Urdu,English,Punjabi,Pashto,Not Available,0.5,within a day,Munaisra,Entire place,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.92277,67.14697,Mehreen Home Karachi,2.0,57.0,57.0,USD,nightly,Mehreen,1.0,https://www.airbnb.com/users/show/180341102,180341102.0,English,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Mehreen,Private room,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.46653,74.30352,Mian House,4.0,16.0,16.0,USD,nightly,Khalid,1.0,https://www.airbnb.com/users/show/226119316,226119316.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Khalid,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.47,74.273,"Mid of Lahore,Neat & clean portion.2ROOMS",4.0,35.0,35.0,USD,nightly,Muhammad Uzair,1.0,https://www.airbnb.com/users/show/300218854,300218854.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.96,within an hour,Muhammad Uzair,Private room ,4.0,"Hi there! My name is Uzair & i have been living here in Lahore pas 10 years.
I am Entrepreneur running a textile business.i
I enjoy meeting new people and familiarizing myself with other cultures. This is, essentially, why I've decided to become a full-time Airbnb host. now I am working with Airbnb from 2019 with 7 listings.",False,85,True,0
"Lahore, Punjab, Pakistan",False,31.36209,74.18564,Midway Residency,2.0,57.0,57.0,USD,nightly,Midway,1.0,https://www.airbnb.com/users/show/390930721,390930721.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Midway,Entire place,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.52483,74.43936,Mind Blowing 1-bedroom Unit With Lift Service,2.0,57.0,57.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/129689121,129689121.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.0,a few days or more,Abdul,Entire place,5.0,I am professional in short rentals.,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69349,73.10837,Minhas's Place,6.0,68.0,68.0,USD,nightly,Minhas,1.0,https://www.airbnb.com/users/show/120662137,120662137.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Minhas,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70365,72.98107,Mini Condo| ❤️ of ISB| Super Clean| ⚡Wifi,2.0,40.0,40.0,USD,nightly,Junaid,1.0,https://www.airbnb.com/users/show/296718548,296718548.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,1.0,within an hour,Junaid,Entire place,4.66,"Hi there! My name is Junaid, and i've been living here in Islamabad since I was kid, and know the city like the back of my hand! I enjoy helping guests have the best stay possible and have been host from last many years. Iam here to make sure you enjoy your stay in Islamabad. Hopefully we'll chat soon. Cheers",False,162,True,0
"Lahore, Punjab, Pakistan",False,31.52218,74.45445,mini place,3.0,42.0,42.0,USD,nightly,Umair,1.0,https://www.airbnb.com/users/show/198835720,198835720.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Umair,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.48746,74.47008,Minimalist Theme Bedroom in DHA,2.0,22.0,22.0,USD,nightly,Sadya,1.0,https://www.airbnb.com/users/show/400220073,400220073.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Sadya,Entire place,4.95,"I have done my Bachelors(Hons) in Business Admin and Finance from Windsor University Canada, On. 
I love travelling and I always had a real passion for staying at luxury hotels, so i booked alot of them just for the experience. 
I love to meet new people no matter where I go therefore i can be a perfect host :)
I have also traveled the world and stayed in a lot of Airbnbs' as a guest and now I am renting my properties for the last five years on Airbnb and other aaps.
I live in Canada.",False,46,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.70045,72.97438,Minimalistic Theme 1BHK Netflix-Wifi-Heated-401,3.0,40.0,40.0,USD,nightly,Saami,1.0,https://www.airbnb.com/users/show/68678043,68678043.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,1.0,within an hour,Saami,Entire place,4.84,"I believe in hospitality. Hospitality brings new ideas, new friends, new possibilities. What we take into our lives changes us.
Without new people and new ideas, we are imprisoned inside ourselves.

So let hospitality bring the good change.",False,709,True,0
"Lahore, Punjab, Pakistan",False,31.50207,74.32859,Miracle's Luxury Room,2.0,22.0,22.0,USD,nightly,Muhammad Hanan,1.0,https://www.airbnb.com/users/show/360429662,360429662.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Muhammad Hanan,Private room ,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.6893,72.98353,"Modern & Totally equipped 1BHK Apartment, Kingbed",3.0,44.0,44.0,USD,nightly,Shehroze,1.0,https://www.airbnb.com/users/show/426140431,426140431.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Shehroze,Entire place,4.67,"Travelling is my passion and on Airbnb, I aim to make your stays as comfy as possible. Safety, privacy, and cleanliness would never be compromised from my side.",False,75,True,0
"Lahore, Punjab, Pakistan",False,31.35691,74.18463,Modern Apartment Near Eiffel Tower Replica,2.0,35.0,35.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/391360302,391360302.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.0,a few days or more,Muhammad,Entire place,5.0,Not Available,True,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.56629,73.11736,Modern Ultra luxury spacious 1BR Apartment,3.0,42.0,42.0,USD,nightly,Saleh,1.0,https://www.airbnb.com/users/show/360996106,360996106.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Saleh,Entire place,5.0,Not Available,False,8,True,0
"Karachi, Sindh, Pakistan",False,24.86473,67.0728,Moonlight GuestHouse,16.0,57.0,57.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/273977751,273977751.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Abdul,Private room,5.0,Not Available,True,0,False,0
"Rawalpindi, Punjab, Pakistan",True,33.5665,73.11604,Most Stylish 2 Bed appt at Bahria Town Islamabad.,6.0,74.0,74.0,USD,nightly,Sohail,1.0,https://www.airbnb.com/users/show/171315176,171315176.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Sohail,Entire place,4.67,"I have started this venture Holidazzle Serviced Apartments & Suites. Putting in the best of our travel experiences and demands of our regular travellers. 

Hopefully you will have a best experience at our place and would love to host our guests from across the world.",False,67,True,0
"Karachi, Sindh, Pakistan",False,24.88227,67.14939,MOTEL GUEST HOUSE,16.0,40.0,40.0,USD,nightly,Usama,1.0,https://www.airbnb.com/users/show/309199465,309199465.0,English,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Usama,Private room,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.84007,67.00883,Mustafa Mahmud Qureshi,2.0,16.0,16.0,USD,nightly,Mustafa,1.0,https://www.airbnb.com/users/show/396718319,396718319.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Mustafa,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68588,73.0356,My Heaven GH ٹرپل تھری پنچ ایک چار نونونونو,12.0,34.0,34.0,USD,nightly,Daud,1.0,https://www.airbnb.com/users/show/222060784,222060784.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within a day,Daud,Private room,4.33,"I am a Army officer and presently love travelling  to beautiful places around world. I am helping travellers at islamabad to travel through out pakistan. It is worth mentioning that we help travellers for watching loveable beautiful places specially northern hilly areas of murree, kashmir, kaghan, Naran and gilgit baltistan. My Heaven guest house of mine is at Islamabad hence becomes a launching pad for the above mentioned beautiful places of pakistan. Above all My Heaven is located in the heart of the city hence all fun entertainment and shopping experience can also be done. At My Heaven you have the comfort of home and functions can also be arranged as we have a big lash green lawn. At My Heaven we have the motto to present pakistan as one of the most favourite destination for tourists from around the world.",False,6,True,0
"Lahore, Punjab, Pakistan",False,31.487,74.355,My house 2nd floor is so reasonable and peaceful,4.0,15.0,15.0,USD,nightly,Fahad,1.0,https://www.airbnb.com/users/show/238417877,238417877.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Fahad,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.45651,74.29335,My little piece of heaven,4.0,33.0,33.0,USD,nightly,Sam,1.0,https://www.airbnb.com/users/show/263816229,263816229.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Sam,Entire place,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.82166,67.03846,My palace,4.0,68.0,68.0,USD,nightly,Khaleel,1.0,https://www.airbnb.com/users/show/168591504,168591504.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Khaleel,Private room,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.3742,74.1722,Nambel accommodations,4.0,39.0,39.0,USD,nightly,Sajjad,1.0,https://www.airbnb.com/users/show/432494073,432494073.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Sajjad,Private room ,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",True,24.79065,67.07526,Nauman's BnB 302,2.0,40.0,40.0,USD,nightly,Nauman,1.0,https://www.airbnb.com/users/show/255811812,255811812.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Nauman,Private room,5.0,"An all time traveler and tourism enthusiast. Having traveled more than half the world, I am fully conversant with the needs and expectations of a guest. Being a family man and with vast management experience, having retired as a senior air force officer, I am sure that our guest will enjoy the stay approve of the facility.",False,88,True,0
"Karachi, Sindh, Pakistan",True,24.78945,67.07355,Nauman's BnB 303,2.0,37.0,37.0,USD,nightly,Nauman,1.0,https://www.airbnb.com/users/show/255811812,255811812.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Nauman,Private room,4.88,"An all time traveler and tourism enthusiast. Having traveled more than half the world, I am fully conversant with the needs and expectations of a guest. Being a family man and with vast management experience, having retired as a senior air force officer, I am sure that our guest will enjoy the stay approve of the facility.",False,88,True,0
"Karachi, Sindh, Pakistan",True,24.79085,67.0737,nauman's bnb 304,2.0,40.0,40.0,USD,nightly,Nauman,1.0,https://www.airbnb.com/users/show/255811812,255811812.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Nauman,Private room,4.82,"An all time traveler and tourism enthusiast. Having traveled more than half the world, I am fully conversant with the needs and expectations of a guest. Being a family man and with vast management experience, having retired as a senior air force officer, I am sure that our guest will enjoy the stay approve of the facility.",False,88,True,0
"Karachi, Sindh, Pakistan",True,24.79071,67.07376,naumans bnb 301,3.0,40.0,40.0,USD,nightly,Nauman,1.0,https://www.airbnb.com/users/show/255811812,255811812.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Nauman,Private room,4.82,"An all time traveler and tourism enthusiast. Having traveled more than half the world, I am fully conversant with the needs and expectations of a guest. Being a family man and with vast management experience, having retired as a senior air force officer, I am sure that our guest will enjoy the stay approve of the facility.",False,88,True,0
"Lahore, Punjab, Pakistan",False,31.5564,74.41057,Near Airport Fortress canal and many more.,2.0,32.0,32.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/278971501,278971501.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Muhammad,Private room ,5.0,"Aslam o alikum, I live in Sally town Cantt Lahore.",False,0,False,0
"Karachi, Sindh, Pakistan",False,24.90265,67.19031,Near airport just 5 minutes away house for rent,4.0,57.0,57.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/305266942,305266942.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Hassan,Entire place,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.52456,74.45761,Near airport private furnished room,3.0,16.0,16.0,USD,nightly,Shahzad,1.0,https://www.airbnb.com/users/show/398864953,398864953.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shahzad,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.4363,74.28062,Near by evercare and shaukat khanam hospital,3.0,18.0,18.0,USD,nightly,Mussadiq,1.0,https://www.airbnb.com/users/show/305055160,305055160.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Mussadiq,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.43083,74.25005,"Near Expo Center,UCP,Shaukat Khanam & Wapda Town",3.0,51.0,51.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/281716257,281716257.0,English,हिन्दी,ਪੰਜਾਬੀ,Español,Not Available,0.6640330788804072,unknown,Muhammad,Private room ,5.0,"I Speak English, Spanish, Punjabi and Hindi",False,15,True,0
"Lahore, Punjab, Pakistan",False,31.46966,74.28893,"Near expo centre,Emporium Mall, canal road Lahore",4.0,23.0,23.0,USD,nightly,Salman,1.0,https://www.airbnb.com/users/show/279780946,279780946.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Salman,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.4232,74.2487,"Near shoukat khanam Hospital and UCP,ring road",4.0,26.0,26.0,USD,nightly,Naeem,1.0,https://www.airbnb.com/users/show/308635848,308635848.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.0,a few days or more,Naeem,Private room ,5.0,Not Available,False,1,False,0
"Lahore, Punjab, Pakistan",False,31.57848,74.46245,Neat and Clean Home near Airport and City Centre.,4.0,17.0,17.0,USD,nightly,Muhammad Ayyaz Anwar,1.0,https://www.airbnb.com/users/show/306065156,306065156.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.0,a few days or more,Muhammad Ayyaz Anwar,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.45053,74.28402,Neat and clean Newly build complete floor for you.,2.0,23.0,23.0,USD,nightly,Muhammad Aftab,1.0,https://www.airbnb.com/users/show/304179704,304179704.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Muhammad Aftab,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.37444,74.19265,"Neat and clean place,  peaceful area , safe secure",4.0,34.0,34.0,USD,nightly,Faisal,1.0,https://www.airbnb.com/users/show/397960710,397960710.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Faisal,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.48092,74.39005,"Neat clean place in phase 1, the heart of DHA",2.0,46.0,46.0,USD,nightly,Sohaib,1.0,https://www.airbnb.com/users/show/219799852,219799852.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Sohaib,Private room ,5.0,I'm a neat clean guy with good habits.,True,0,False,0
