type,name,description
hotel,Skardu City Guests House,"Skardu City Guests House located at address not available in Skardu, costs Rs12648 per night. Description: DetailsFree Wi-Fi in all rooms!,Daily housekeeping,Laundry service,Free face masks,Hand sanitizer,Check-in/out [private],Check-in [24-hour],Front desk [24-hour],Security [24-hour],Car park [on-site],Cleaning products,Desk,Dining table,Fan,Free laundry service,Hand sanitizer,Heating,Ironing facilities,Linens,Mirror,Outdoor furniture,Private bathroom,Seating area,Separate dining area,Shower,Slippers,Smoking allowed,Toiletries,Towels,TV [flat screen],Wi-Fi [free],Window,Website."
hotel,Royal Heritage Nagar,"Royal Heritage Nagar located at Royal Heritage, Nagar, Ghulmet in Hunza, costs Rs12648 per night. Description: Affordable luxury with excellent service.."
hotel,ZAGO Guest House,"ZAGO Guest House located at address not available in Skardu, costs Rs18809 per night. Description: DetailsLocated in Skardu, ZAGO Guest House is in the mountains, within a 5-minute drive of Qatal Gah and Italian K2 Museum.  This guesthouse is 2 mi (3.2 km) from Skardu Fort and 6 mi (9.7 km) from Buddha Relief.  Stay in one of 10 guestrooms featuring LCD televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Conveniences include complimentary newspapers, and irons/ironing boards can be requested.Website."
hotel,Hunza Continental Palace,"Hunza Continental Palace located at address not available in Hunza, costs Rs12648 per night. Description: DetailsFree Wi-Fi in all rooms!,Internet,Hiking,Outdoor recreational features,BBQ facilities,Restaurants,Room service,Shared kitchen,Daily housekeeping,Luggage storage,Smoke-free property,Front desk [24-hour],Car park [free of charge],Rental car ,Website."
hotel,Hussain Jan s Cottage,"Hussain Jan s Cottage located at address not available in Skardu, costs Rs12648 per night. Description: DetailsDishes and dining utensils,Dishwasher,Freezer,Kitchen basics (cookware, oils, condiments),Body wash,Balcony or terrace,Garden or backyard,Cleaned by professional cleaning company,Cleaned following Agoda or health guidelines,Cleaning products used based on health guidelines,Cleaning supplies provided for guests,Physical distancing rules followed,Cable channels,Internet,TV,Wi-Fi,Heater,Private entrance,Coffee or tea,Kitchen,Towels,Iron,Washer,Fire extinguisher,First aid kit,Smoking allowed,Pets allowed,Security [24-hour],Free parking,Website."
hotel,Hunza Cherry Guest House,"Hunza Cherry Guest House located at 8J24+Q8M, Hunza Cherry Guest House Sultanabad Aliabad, Hunza, hunza, 15600 in Hunza, costs Rs18809 per night. Description: Check-out time: 12:00."
hotel,Sehrish Guest House Skardu - Deluxe Double Room,"Sehrish Guest House Skardu - Deluxe Double Room located at address not available in Skardu, costs Rs5286 per night. Description: DetailsLocated in Skardu, Sehrish Guest House Skardu offers accommodation with seating area. Both free WiFi and parking on-site are available at the guest house free of charge. This double room has a private bathroom, a seating area and garden views. The unit has 1 bed.Website."
hotel,Skardu eat and stay,"Skardu eat and stay located at address not available in Skardu, costs Rs2430 per night. Description: DetailsA recently renovated aparthotel situated in Skardu, Skardu eat and stay features free bikes. This aparthotel features free private parking, free shuttle service and free WiFi.Website."
hotel,Aghaz Hotel & Restaurant,"Aghaz Hotel & Restaurant located at N-35, Ghulmat Nagar, Ghulmet, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Comfortable stay with great amenities.."
hotel,NOOR GUEST HOUSE,"NOOR GUEST HOUSE located at Kargrong, Skardu, Gilgit-Baltistan in Skardu, costs Rs12648 per night. Description: Check-out time: 11:00."
hotel,Ali Boq Hotel & Restaurant,"Ali Boq Hotel & Restaurant located at address not available in Hunza, costs Rs9431 per night. Description: Great dining options and nearby attractions.."
hotel,Manthokha Guest House,"Manthokha Guest House located at address not available in Skardu, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,イーグルズネスト,"イーグルズネスト located at 8J8X+MX9, Hunza, Karimabad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Perfect for business and leisure travelers.."
hotel,Sam Villas Guest House Skardu,"Sam Villas Guest House Skardu located at address not available in Skardu, costs Rs18809 per night. Description: DetailsLocated in Skardu, Sam Villas Guest House Skardu is in the mountains, within a 5-minute drive of Qatal Gah and Skardu Fort.  This guesthouse is 2.8 mi (4.5 km) from Italian K2 Museum and 8.2 mi (13.2 km) from Buddha Relief.  Stay in one of 14 guestrooms featuring LCD televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Housekeeping is provided on request, and irons/ironing boards can be requested.Website."
hotel,Khunjerab Hotel Sost,"Khunjerab Hotel Sost located at P.O Sost Tehsil Gulmit, District Hunza, GB PK Hunza, 54000 in Hunza, costs Rs18151 per night. Description: Family-friendly environment with modern facilities.."
hotel,The Himalayan Guest House,"The Himalayan Guest House located at Sadpara Rd, Devision, Skardu, 16100 in Skardu, costs Rs12648 per night. Description: InternetWi-FifreePoolsNo poolsNo hot tubWellnessNo fitness centreNo spaPetsPet-friendlyfreeBathroomsPrivate bathroomBathtub in some roomsShower."
hotel,The Mountains Hotel & Resort,"The Mountains Hotel & Resort located at 8J8X+MX9 Eagle's Nest, Road, Hunza Valley Hunza, Hunza Nagar, 15600 in Hunza, costs Rs12648 per night. Description: Great dining options and nearby attractions.."
hotel,Backpackers Stories by Old Hunza Inn,"Backpackers Stories by Old Hunza Inn located at old hunza road, Hunza, Hunza Nagar, 15700 in Hunza, costs Rs12648 per night. Description: InternetWi-FifreePoolsNo poolsNo hot tubWellnessNo spa."
hotel,Apricot Guest House,"Apricot Guest House located at near Imambargah Beoursing, Hussainabad, Skardu, 16250 in Skardu, costs Rs12648 per night. Description: Check-in time: 15:00Check-out time: 11:00."
hotel,Bird Eye View Homestay,"Bird Eye View Homestay located at 8J59+7RV Bird eye view Home stay, Hunza, Ali Abad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Family-friendly environment with modern facilities.."
hotel,Koh Shikan Guest House,"Koh Shikan Guest House located at 7JV5+X33, Airport Rd Skardu, near Radio Pakistan, Astana, Skardu, Gilgit-Baltistan in Skardu, costs Rs12648 per night. Description: Comfortable stay with great amenities.."
hotel,Fortyard cottages,"Fortyard cottages located at 8M97+CF2, Ganish, Karimabad in Hunza, costs Rs12648 per night. Description: Great dining options and nearby attractions.."
hotel,Sing Ong Guest House,"Sing Ong Guest House located at address not available in Skardu, costs Rs19310 per night. Description: DetailsWhen you stay at Sing Ong Guest House in Skardu, you'll be in the mountains, within a 5-minute drive of Qatal Gah and Skardu Fort.  This guesthouse is 1.8 mi (2.9 km) from Italian K2 Museum and 6.6 mi (10.7 km) from Buddha Relief.  Stay in one of 13 guestrooms featuring LCD televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Conveniences include complimentary newspapers, housekeeping is provided on request, and irons/ironing boards can be requested.Website."
hotel,Triple One Hotel,"Triple One Hotel located at Opposite PSO pump Hunza, 15600 in Hunza, costs Rs18809 per night. Description: Check-out time: 11:00."
hotel,Skardu City Guest House,"Skardu City Guest House located at address not available in Skardu, costs Rs17304 per night. Description: DetailsLocated in Skardu, Skardu City Guest House is in the mountains, within a 5-minute drive of Qatal Gah and Italian K2 Museum.  This guesthouse is 1 mi (1.6 km) from Skardu Fort and 6.1 mi (9.8 km) from Buddha Relief.  Stay in one of 9 guestrooms featuring LCD televisions. Complimentary wireless internet access is available to keep you connected. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Conveniences include complimentary newspapers and ceiling fans, and housekeeping is provided on request.Website."
hotel,hotel hunza white house,"hotel hunza white house located at 8M98+WG7, main kkh Dorkhan district Hunza kkh Dorkhan district Hunza, Hunza, Gilgit-Baltistan 15600 in Hunza, costs Rs12648 per night. Description: Check-in time: 14:00Check-out time: 12:00."
hotel,Skard Inn Hotel & Restaurant,"Skard Inn Hotel & Restaurant located at College Rd, Sukkadamedan, Skardu, 16100 in Skardu, costs Rs12648 per night. Description: Ideal for short and long stays.."
